0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
60   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /var/www/blacklight/search_app/jetty/contexts at interval 0
75   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /var/www/blacklight/search_app/jetty/contexts/solr.xml
2899 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
44587 [qtp802758144-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [blacklight-core] webapp=/solr path=/update params={} {add=[oai:dcollections.bc.edu:413169, oai:dcollections.bc.edu:413697, oai:dcollections.bc.edu:136270, oai:dcollections.bc.edu:150982, oai:dcollections.bc.edu:450569, oai:dcollections.bc.edu:415287, oai:dcollections.bc.edu:152284, oai:dcollections.bc.edu:450729, oai:dcollections.bc.edu:286155, oai:dcollections.bc.edu:151379, ... (251 adds)]} 0 439
45125 [qtp802758144-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [blacklight-core] webapp=/solr path=/update params={} {add=[oai:dcollections.bc.edu:163459, oai:dcollections.bc.edu:207349, oai:dcollections.bc.edu:445877, oai:dcollections.bc.edu:152020, oai:dcollections.bc.edu:443731, oai:dcollections.bc.edu:444830, oai:dcollections.bc.edu:444297, oai:dcollections.bc.edu:127501, oai:dcollections.bc.edu:206631, oai:dcollections.bc.edu:197002, ... (254 adds)]} 0 525
45591 [qtp802758144-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [blacklight-core] webapp=/solr path=/update params={} {add=[oai:dcollections.bc.edu:511434, oai:dcollections.bc.edu:136109, oai:dcollections.bc.edu:102094, oai:dcollections.bc.edu:104304, oai:dcollections.bc.edu:442557, oai:dcollections.bc.edu:136558, oai:dcollections.bc.edu:105192, oai:dcollections.bc.edu:104136, oai:dcollections.bc.edu:439234, oai:dcollections.bc.edu:442999, ... (251 adds)]} 0 446
46171 [qtp802758144-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [blacklight-core] webapp=/solr path=/update params={} {add=[oai:dcollections.bc.edu:227118, oai:dcollections.bc.edu:225129, oai:dcollections.bc.edu:151896, oai:dcollections.bc.edu:443617, oai:dcollections.bc.edu:227138, oai:dcollections.bc.edu:226299, oai:dcollections.bc.edu:444101, oai:dcollections.bc.edu:151986, oai:dcollections.bc.edu:225479, oai:dcollections.bc.edu:446071, ... (256 adds)]} 0 564
46234 [qtp802758144-11] INFO  org.apache.solr.update.UpdateHandler  – start commit{,optimize=false,openSearcher=true,waitSearcher=true,expungeDeletes=false,softCommit=false,prepareCommit=false}
53302 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – SolrDeletionPolicy.onCommit: commits: num=2
	commit{dir=/var/www/blacklight/search_app/jetty/solr/blacklight-core/data/index,segFN=segments_1,generation=1}
	commit{dir=/var/www/blacklight/search_app/jetty/solr/blacklight-core/data/index,segFN=segments_2,generation=2}
53306 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – newest commit generation = 2
53435 [qtp802758144-11] INFO  org.apache.solr.search.SolrIndexSearcher  – Opening Searcher@15c2a3a1[blacklight-core] main
53461 [qtp802758144-11] INFO  org.apache.solr.update.UpdateHandler  – end_commit_flush
53465 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Building spell index for spell checker: default
53484 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Building spell index for spell checker: author
53530 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Building spell index for spell checker: subject
53547 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Building spell index for spell checker: title
53561 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] Registered new searcher Searcher@15c2a3a1[blacklight-core] main{StandardDirectoryReader(segments_1:3:nrt _0(4.10.3):C5049)}
53567 [qtp802758144-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [blacklight-core] webapp=/solr path=/update params={commit=true} {commit=} 0 7367
54304 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – UnInverted multi-valued field {field=mods_relatedItem_type_host_collectionFacet_ms,memSize=25254,tindexSize=194,time=7,phase1=7,nTerms=41,bigTerms=4,termInstances=1757,uses=0}
54394 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – UnInverted multi-valued field {field=mods_format_normalized_ms,memSize=24736,tindexSize=46,time=2,phase1=2,nTerms=13,bigTerms=2,termInstances=352,uses=0}
54422 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – UnInverted multi-valued field {field=mods_subject_ms,memSize=27868,tindexSize=174,time=24,phase1=23,nTerms=520,bigTerms=3,termInstances=3654,uses=0}
54474 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – UnInverted multi-valued field {field=mods_places_ms,memSize=26018,tindexSize=260,time=47,phase1=47,nTerms=926,bigTerms=2,termInstances=2891,uses=0}
54481 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – UnInverted multi-valued field {field=mods_date_facet_ms,memSize=24723,tindexSize=45,time=2,phase1=2,nTerms=34,bigTerms=2,termInstances=2872,uses=0}
54521 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – UnInverted multi-valued field {field=mods_era_facet_ms,memSize=24643,tindexSize=58,time=3,phase1=3,nTerms=175,bigTerms=1,termInstances=1226,uses=0}
54556 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=611 
66784 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+1,++Politicians+and+Political+Activities.+&f.mods_subject_ms.facet.limit=8} hits=128 status=0 QTime=244 
71431 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:391639&qt=document&wt=ruby} hits=1 status=0 QTime=12 
71485 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+1,++Politicians+and+Political+Activities.+&f.mods_subject_ms.facet.limit=8} hits=128 status=0 QTime=12 
83032 [qtp802758144-14] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={indexInfo=false&_=1454093889869&wt=json} status=0 QTime=7 
83128 [qtp802758144-14] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/info/system params={_=1454093889912&wt=json} status=0 QTime=61 
97102 [qtp802758144-17] ERROR org.apache.solr.handler.admin.ShowFileRequestHandler  – Can not find: admin-extra.menu-bottom.html [/var/www/blacklight/search_app/jetty/solr/blacklight-core/conf/admin-extra.menu-bottom.html]
97103 [qtp802758144-14] ERROR org.apache.solr.handler.admin.ShowFileRequestHandler  – Can not find: admin-extra.menu-top.html [/var/www/blacklight/search_app/jetty/solr/blacklight-core/conf/admin-extra.menu-top.html]
97117 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-bottom.html&_=1454093903917&contentType=text/html;charset%3Dutf-8} status=404 QTime=20 
97148 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-top.html&_=1454093903916&contentType=text/html;charset%3Dutf-8} status=404 QTime=69 
97150 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/file/ params={file=admin-extra.html&_=1454093903971} status=0 QTime=8 
97174 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/luke params={numTerms=0&_=1454093903964&show=index&wt=json} status=0 QTime=42 
97210 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/system params={_=1454093903969&wt=json} status=0 QTime=71 
97217 [qtp802758144-15] INFO  org.apache.solr.handler.ReplicationHandler  – Commits will be reserved for  10000
97218 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/ping params={action=status&_=1454093903973&wt=json} status=503 QTime=59 
97254 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/replication params={command=details&_=1454093903968&wt=json} status=0 QTime=116 
99352 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/luke params={numTerms=0&_=1454093905747&wt=json} status=0 QTime=450 
99407 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/luke params={_=1454093906248&show=schema&wt=json} status=0 QTime=5 
102353 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/luke params={numTerms=0&_=1454093909057&wt=json} status=0 QTime=140 
102387 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/luke params={_=1454093909228&show=schema&wt=json} status=0 QTime=6 
103630 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/admin/luke params={fl=mods_holdingSimple_copyInformation_itemIdentifier_type_local_ms&_=1454093910457&wt=json} status=0 QTime=19 
175477 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+1,++Politicians+and+Political+Activities.+&f.mods_subject_ms.facet.limit=8} hits=128 status=0 QTime=68 
208016 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+1,++Politicians+and+Political+Activities.+&f.mods_subject_ms.facet.limit=8} hits=128 status=0 QTime=89 
214901 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:391639&qt=document&wt=ruby} hits=1 status=0 QTime=20 
215195 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+1,++Politicians+and+Political+Activities.+&f.mods_subject_ms.facet.limit=8} hits=128 status=0 QTime=17 
230403 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:391639&qt=document&wt=ruby} hits=1 status=0 QTime=6 
230498 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+1,++Politicians+and+Political+Activities.+&f.mods_subject_ms.facet.limit=8} hits=128 status=0 QTime=20 
273495 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:391639&qt=document&wt=ruby} hits=1 status=0 QTime=6 
273590 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+1,++Politicians+and+Political+Activities.+&f.mods_subject_ms.facet.limit=8} hits=128 status=0 QTime=16 
282742 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=141 
286890 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Boston+College+building+and+campus+images&f.mods_subject_ms.facet.limit=8} hits=512 status=0 QTime=144 
290179 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:447030&qt=document&wt=ruby} hits=1 status=0 QTime=4 
290261 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Boston+College+building+and+campus+images&f.mods_subject_ms.facet.limit=8} hits=512 status=0 QTime=35 
298885 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=79 
586426 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=1079 
594105 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=490 
594107 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=520 
594721 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Boston+College+athletic+photographs&f.mods_subject_ms.facet.limit=8} hits=472 status=0 QTime=664 
597056 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=685 
1039373 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=140 
1045358 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=5 
1045423 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=5 
