0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
60   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /var/www/blacklight/search_app/jetty/contexts at interval 0
75   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /var/www/blacklight/search_app/jetty/contexts/solr.xml
2899 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
3726285 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=67 
3759787 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=98 
3816480 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=97 
4097477 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=76 
4104347 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&q=pastoral&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=1 status=0 QTime=376 
4113665 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:211111&qt=document&wt=ruby} hits=1 status=0 QTime=10 
4113733 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&q=pastoral&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=1 status=0 QTime=24 
4253472 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&q=history&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=215 status=0 QTime=124 
4283618 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&q=spirit&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=4 status=0 QTime=194 
4290079 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&q=spiritual&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=1 status=0 QTime=170 
4294316 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:376539&qt=document&wt=ruby} hits=1 status=0 QTime=8 
4294387 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&q=spiritual&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=1 status=0 QTime=13 
4347227 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=156 
4356813 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_subject_ms}Boston+College&f.mods_subject_ms.facet.limit=8} hits=582 status=0 QTime=31 
4370027 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:310789&qt=document&wt=ruby} hits=1 status=0 QTime=7 
4370091 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=3&fl=*&start=5&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_subject_ms}Boston+College&f.mods_subject_ms.facet.limit=8} hits=582 status=0 QTime=19 
4392993 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=71 
4409381 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet=true&f.mods_era_facet_ms.facet.limit=8&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=21&rows=0&f.mods_relatedItem_type_host_collectionFacet_ms.facet.offset=0&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=5049 status=0 QTime=75 
4415645 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=72 
4526016 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=32 
4539682 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={facet=true&f.mods_era_facet_ms.facet.limit=8&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=21&rows=0&f.mods_relatedItem_type_host_collectionFacet_ms.facet.offset=0&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&qt=search&f.mods_subject_ms.facet.limit=8} hits=5049 status=0 QTime=13 
4551464 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+6,++Ordinary+Life+During+the+Troubles.+&f.mods_subject_ms.facet.limit=8} hits=144 status=0 QTime=25 
4554492 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:424057&qt=document&wt=ruby} hits=1 status=0 QTime=1 
4554524 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+6,++Ordinary+Life+During+the+Troubles.+&f.mods_subject_ms.facet.limit=8} hits=144 status=0 QTime=6 
4567765 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collection_ms}Bobbie+Hanvey+Photographic+Archives&f.mods_subject_ms.facet.limit=8} hits=880 status=0 QTime=59 
4587241 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=23 
4592420 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_format_normalized_ms.facet.offset=0&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=21&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_format_normalized_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=0} hits=5049 status=0 QTime=7 
4596852 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_format_normalized_ms}Correspondence&f.mods_subject_ms.facet.limit=8} hits=251 status=0 QTime=27 
4647222 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:381903&qt=document&wt=ruby} hits=1 status=0 QTime=5 
4647274 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_format_normalized_ms}Correspondence&f.mods_subject_ms.facet.limit=8} hits=251 status=0 QTime=6 
4660137 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=37 
4693453 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=21&f.mods_date_facet_ms.facet.offset=0&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_date_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=0} hits=5049 status=0 QTime=9 
4698016 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_date_facet_ms}1950s&f.mods_subject_ms.facet.limit=8} hits=127 status=0 QTime=25 
4705812 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=77 
4720766 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1880-2012&f.mods_subject_ms.facet.limit=8} hits=186 status=0 QTime=19 
4729214 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=28 
